LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
"e $150,000-350,000",SGG MANAGEMENT LLC,5600 BOULDER HWY,LAS VEGAS,NV,89122,531110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,42,04/14/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",SH AND SK INC.,5115 Spring Mt. Rd 117,Las Vegas,NV,89146,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,66,06/19/2020,"Citibank, N.A.",NV-01
"e $150,000-350,000","SHANKER N DIXIT, M.D. PC",2480 PROFESSIONAL CT,LAS VEGAS,NV,89128,621111,Corporation,Unanswered,Unanswered,Unanswered,,11,04/10/2020,Western Alliance Bank,NV-01
"e $150,000-350,000",SHAUL MARKETING INC,4480 CALIMESA ST,LAS VEGAS,NV,89115,484210,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-01
"e $150,000-350,000",SHAW ENTERPRISES,7991 W Tropical pkwy Suite 120,LAS VEGAS,NV,89149,812112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,38,04/15/2020,"Zions Bank, A Division of",NV-04
"e $150,000-350,000",SHE BRAND INC,6885 West Lone Mountain Road,Las Vegas,NV,89108,812990,Corporation,Unanswered,Unanswered,Unanswered,,16,07/17/2020,Cross River Bank,NV-01
"e $150,000-350,000",SHE MEETS LLC,"6885, West Lone Mountain Road #224,",LAS VEGAS,NV,89108,519190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,08/07/2020,Itria Ventures LLC,NV-01
"e $150,000-350,000",SHEETS LLC,726 S Casino Center Blvd #211,LAS VEGAS,NV,89101,811111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,04/28/2020,First Bank of the Lake,NV-01
"e $150,000-350,000",SHENGDA LLC,2002 ORCHARD MIST ST,LAS VEGAS,NV,89135,722513,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,40,04/09/2020,Meadows Bank,NV-03
"e $150,000-350,000",SHINNICK & RYAN NV P.C.,2350 WEST CHARLESTON BLVD SUITE 200,LAS VEGAS,NV,89102,541110,Corporation,Unanswered,Unanswered,Unanswered,,12,04/27/2020,Pacific Western Bank,NV-01
"e $150,000-350,000",SHIP MY ORDERS INC.,4031 Industrial Center Dr Ste 705,NORTH LAS VEGAS,NV,89030,488330,Corporation,Unanswered,Male Owned,Unanswered,,23,04/15/2020,Lexicon Bank,NV-01
"e $150,000-350,000","SHIVA KESHMITI, D.D.S., A PROFESSION CORPORATION, A NEVADA P",4121 West Sahara,LAS VEGAS,NV,89102,621210,Corporation,Unanswered,Female Owned,Non-Veteran,,23,04/07/2020,GenuBank,NV-01
"e $150,000-350,000","SHO-TIME TRANSPORTATION SERVICES, INC.",4050 West Sunset Rd. Suite B,LAS VEGAS,NV,89118,488510,Corporation,White,Male Owned,Non-Veteran,,32,04/14/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000","SHUCKS II, LLC",9770 WEST CHEYENNE AVE,LAS VEGAS,NV,89129,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/28/2020,"TBK Bank, SSB",NV-04
"e $150,000-350,000",SHUCKS III LLC,9770 CHEYENNE AVE,LAS VEGAS,NV,89129,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,04/29/2020,"TBK Bank, SSB",NV-04
"e $150,000-350,000","SHULMAN ENTERPRISES, LLC","8515 EDNA AVE, Suite 140",LAS VEGAS,NV,89117,711310,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,13,04/08/2020,FlatIrons Bank,NV-03
"e $150,000-350,000",SIAM3 LLC,9350 W SAHARA AVE Ste 110,LAS VEGAS,NV,89117,722511,Corporation,Unanswered,Unanswered,Unanswered,,34,04/28/2020,Bank of George,NV-03
"e $150,000-350,000",SIDEKICK PRODUCTIONS LLC,9139 W RUSSELL RD STE 200,LAS VEGAS,NV,89148,512120,Corporation,Unanswered,Unanswered,Unanswered,,10,05/03/2020,"Bank of America, National Association",NV-03
"e $150,000-350,000",SIENA GOLF COURSE LLC,10575 SIENA MONTE AVE,LAS VEGAS,NV,89135,713910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,40,04/15/2020,Bank of Hope,NV-03
"e $150,000-350,000","SIERRA EXCAVATING, LLC","6440 SKY POINT DR, STE 140-169",LAS VEGAS,NV,89131,238910,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,21,04/28/2020,Western Alliance Bank,NV-04
"e $150,000-350,000",SIERRA TRANSPORTATION & TECHNOLOGIES LLC,6280 S VALLEY VIEW BLVD STE 720,LAS VEGAS,NV,89118,488390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/10/2020,"Bank of America, National Association",NV-03
"e $150,000-350,000","SIERRA TRUCK BODY & EQUIPMENT, INC",3780 Losee Road,NORTH LAS VEGAS,NV,89030,423110,Corporation,Unanswered,Male Owned,Unanswered,,19,04/15/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000",SIGHTSEEING TOURS UNLIMITED OF NEVADA,7370 Dean Martin Drive #409,Las Vegas,NV,89139,487110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,29,04/27/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",SIGMAN ENTERPRISES INC,4095 CRAIG RD W,N LAS VEGAS,NV,89032,624410,Corporation,Unanswered,Female Owned,Non-Veteran,,39,04/14/2020,"U.S. Bank, National Association",NV-04
"e $150,000-350,000","SIGNAL FIRE, INC.",6160 Transverse Dr,LAS VEGAS,NV,89146,561621,Corporation,Hispanic,Male Owned,Veteran,,,04/28/2020,Lexicon Bank,NV-01
"e $150,000-350,000",SILSAM INC DBA REBEL PARTY RENTALS,6065 POLARIS AVE SUITE H,LAS VEGAS,NV,89118,532299,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-03
"e $150,000-350,000","SILVER ROCK ENTERPRISES, INC.",500 N Rainbow Blvd #300,LAS VEGAS,NV,89107,561421,Corporation,White,Male Owned,Non-Veteran,,27,04/15/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000","SILVER STATE ANALYTICAL LABORATORIES, INC.","3626 East Sunset Road, Ste 100",LAS VEGAS,NV,89120,541380,Corporation,White,Female Owned,Unanswered,,29,04/16/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",SILVER STATE CONSULTING INTERNATIONAL,"7080 LA CIENEGA ST, #200",LAS VEGAS,NV,89119,541330,Corporation,Unanswered,Unanswered,Unanswered,,13,04/27/2020,Western Alliance Bank,NV-01
"e $150,000-350,000","SILVER STATE GLASS AND MIRROR CO., INC",2825 Fremont Street,Las Vegas,NV,89104,327215,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18,04/27/2020,Clark County CU,NV-01
"e $150,000-350,000",SILVER STATE MEAT LLC,6560 Tioga Way  Ste#130,LAS VEGAS,NV,89113,424470,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,36,04/15/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",SILVER STATE REALTY & INVESTMENTS,9325 W SAHARA AVE,LAS VEGAS,NV,89117,531311,Corporation,Unanswered,Female Owned,Non-Veteran,,15,04/28/2020,Bank of George,NV-03
"e $150,000-350,000",SILVER STATE TRANSPORT LLC,3120 N NELLIS BLVD,LAS VEGAS,NV,89115,484110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-01
"e $150,000-350,000",SILVER TOWN INCORPORATED DBA NEW LIFE ADULT DAY HEALTH CARE,5540 SPRING MOUNTAIN RD,LAS VEGAS,NV,89146,624120,Corporation,Unanswered,Male Owned,Non-Veteran,,33,05/01/2020,"JPMorgan Chase Bank, National Association",NV-01
"e $150,000-350,000",SILVERADO MECHANICAL LLC,4210 W. Patrick Lane,LAS VEGAS,NV,89118,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,04/11/2020,Western Alliance Bank,NV-03
"e $150,000-350,000",SILVERADO PAINTING INC,9769 GLISTENING BROOK CT,LAS VEGAS,NV,89149,238320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,23,04/10/2020,Town & Country Bank,NV-04
"e $150,000-350,000","SILVERPINE MEDIA, LLC",3773 HOWARD HUGHES PARKWAY SUITE 500S,LAS VEGAS,NV,89169,512110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/01/2020,"Wells Fargo Bank, National Association",NV-01
"e $150,000-350,000","SIMPLICITY HOME CARE OF NEVADA, LLC",2700 E SUNSET RD STE 17,LAS VEGAS,NV,89120,621610,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,74,05/14/2020,Equity Bank,NV-03
"e $150,000-350,000","SIMPLY CONNECTED, INC.",4060 W HACIENDA AVE STE 130,LAS VEGAS,NV,89118,238210,Corporation,Unanswered,Male Owned,Non-Veteran,,17,05/03/2020,"Bank of America, National Association",NV-03
"e $150,000-350,000","SIN CITY INVESTMENT GROUP, INC.",6185 Harrison Drive Ste 13,Las Vegas,NV,89120,561312,Corporation,Unanswered,Male Owned,Unanswered,,26,04/13/2020,"Readycap Lending, LLC",NV-03
"e $150,000-350,000",SINH TRINH PROFESSIONAL CORP,"6320 Simmons Street, Suite 100",NORTH LAS VEGAS,NV,89031,621210,Corporation,Unanswered,Unanswered,Unanswered,,11,04/15/2020,"Zions Bank, A Division of",NV-04
"e $150,000-350,000","SINISIN GROUP, LLC",8678 TORTOISE CT,LAS VEGAS,NV,89148,454390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/15/2020,"U.S. Bank, National Association",NV-03
"e $150,000-350,000",SIRIWAN LLC,6345 S RAINBOW BLVD STE 100,LAS VEGAS,NV,89118,722511,Corporation,Unanswered,Unanswered,Unanswered,,36,04/28/2020,Bank of George,NV-03
"e $150,000-350,000",SIXTEEN NINETEEN CO. INC.,5170 S FORT APACHE RD,LAS VEGAS,NV,89419,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,29,04/28/2020,Equity Bank,NV-02
"e $150,000-350,000",SIXTEEN O EIGHT COMPANY INC.,141 S DECATUR BLVD,LAS VEGAS,NV,89102,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,33,04/28/2020,Equity Bank,NV-01
"e $150,000-350,000","SIXTEEN O NINE COMPANY, INC.",3780 S MARYLAND PARKWAY,LAS VEGAS,NV,89119,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,43,04/28/2020,Equity Bank,NV-01
"e $150,000-350,000",SJ AUTO LLC,5526 W Sahara,LAS VEGAS,NV,89146,423110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,53,04/09/2020,Lexicon Bank,NV-01
"e $150,000-350,000",SJS MANAGEMENT CORP,4866 South Maryland Parkway,LAS VEGAS,NV,89119,722513,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,84,04/07/2020,Pacific Premier Bank,NV-01
"e $150,000-350,000",SKLAR WILLIAMS PLLC,410 SOUTH RAMPART BLVD STE 350,LAS VEGAS,NV,89145,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,04/13/2020,Glacier Bank,NV-01
"e $150,000-350,000","SKYLER'S C.F. FOUNDATION, INC.",LAKE MEAD BLVD 6201 E Lake Mead Blvd,LAS VEGAS,NV,89156,813990,Professional Association,Unanswered,Unanswered,Unanswered,,18,07/13/2020,"Newtek Small Business Finance, Inc.",NV-01
"e $150,000-350,000",SMART CLEANING SOLUTIONS LLC,3261 BUILDERS AVE,LAS VEGAS,NV,89101,561720,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,50,04/30/2020,"Bank of America, National Association",NV-01
"e $150,000-350,000",SMARTER EQUIPMENT FINANCE L.L.C.,500 N RAINBOW BLVD SUITE 201,LAS VEGAS,NV,89107,532420,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,04/08/2020,First Home Bank,NV-01
"e $150,000-350,000",SMITH LARSEN & WIXOM CHARTERED,1935 VILLAGE CENTER CIR,LAS VEGAS,NV,89134,922130,Corporation,Unanswered,Male Owned,Non-Veteran,,14,04/06/2020,GenuBank,NV-04
"e $150,000-350,000",SML CAPITAL INC,5275 S DURANGO DR,LAS VEGAS,NV,89113,523910,Corporation,Unanswered,Unanswered,Unanswered,,34,05/03/2020,"Bank of America, National Association",NV-03
"e $150,000-350,000","SMOKE RANCH SURGERY CENTER, LLC",7140 SMOKE RANCH RD,LAS VEGAS,NV,89128,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,04/28/2020,Meadows Bank,NV-01
"e $150,000-350,000",SN OPERATING ENGINEERS JOURNEYMAN &AMP; APPR,6350 HOWDY WELLS AVE,LAS VEGAS,NV,89103,,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,05/03/2020,"Wells Fargo Bank, National Association",NV-01
"e $150,000-350,000",SNAP AIR CONDITIONING AND PLUMBING LLC,2545 S TORREY PINES DR,LAS VEGAS,NV,89146,238220,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,05/03/2020,"Wells Fargo Bank, National Association",NV-01
"e $150,000-350,000",SNL SAND,4262 Blue DIamond RD Suite 102-385,LAS VEGAS,NV,89139,212321,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,04/08/2020,Lexicon Bank,NV-03
"e $150,000-350,000",SNT SPRING MOUNTAIN LLC,3939 Spring Mountain Rd,LAS VEGAS,NV,89102,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,53,04/07/2020,Lexicon Bank,NV-01
"e $150,000-350,000",SOCAL RAMEN LLC,4860 W FLAMINGO RD,LAS VEGAS,NV,89103,722511,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,49,04/03/2020,Pacific City Bank,NV-01
"e $150,000-350,000",SOCIAL EVENTS LAS VEGAS INC,320 South Decatur Boulevard,Las Vegas,NV,89107,711190,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,05/06/2020,Celtic Bank Corporation,NV-01
"e $150,000-350,000","SOLAR CONTRACT CARPET OF LAS VEGAS, INC",5375 Procyon Street Suite 108,Las Vegas,NV,89118,238330,Corporation,Unanswered,Male Owned,Non-Veteran,,28,04/15/2020,Third Coast Bank SSB,NV-03
"e $150,000-350,000",SONNY SUSHI COMPANY,5193 W OQUENDO RD,LAS VEGAS,NV,89118,424460,Corporation,Unanswered,Male Owned,Non-Veteran,,,05/03/2020,"Wells Fargo Bank, National Association",NV-03
"e $150,000-350,000",SONOMA HOME HEALTH CARE,6225 DEAN MARTIN DR,LAS VEGAS,NV,89118,621999,Corporation,Unanswered,Unanswered,Unanswered,,19,05/03/2020,"Bank of America, National Association",NV-03
"e $150,000-350,000",SOROKAC LAW OFFICE PLLC,8965 S EASTERN AVE STE 382,LAS VEGAS,NV,89123,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,05/03/2020,"Bank of America, National Association",NV-03
"e $150,000-350,000","SOURCE 4 INDUSTRIES, INC",4436 LAWRENCE ST SUITE A/B,NORTH LAS VEGAS,NV,89081,444190,Corporation,White,Male Owned,Non-Veteran,,23,04/14/2020,Valley Bank of Nevada,NV-04
"e $150,000-350,000",SOURCE ONE EVENTS,6115 DODD ST,LAS VEGAS,NV,89122,561920,Corporation,White,Male Owned,Unanswered,,23,04/11/2020,Bank of George,NV-03
"e $150,000-350,000","SOUTH STREET, LLC",1900 Western Ave,Las Vegas,NV,89102,722410,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,12,05/02/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000",SOUTH WEST GLAM LLC,10650 DEAN MARTIN DR UNIT 420,LAS VEGAS,NV,89141,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,06/16/2020,"Bank of America, National Association",NV-03
"e $150,000-350,000",SOUTHERN HIGHLAND CENTERFOLDS,205 SURTEES ST,LAS VEGAS,NV,89144,722410,Corporation,Unanswered,Unanswered,Unanswered,,28,06/17/2020,"U.S. Bank, National Association",NV-03
"e $150,000-350,000",SOUTHERN HILLS BAPTIST CHURCH OF LAS VEG,6425 W Pebbles Road,LAS VEGAS,NV,89139,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,23,04/03/2020,Union Bank and Trust Company,NV-03
"e $150,000-350,000",SOUTHERN NEVADA CONSERVANCY,8625 W Sahara Ave,LAS VEGAS,NV,89117,611710,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,41,04/16/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000","SOUTHERN NEVADA ENVIRONMENTAL SERVICE,",3721 Capella Avenue,LAS VEGAS,NV,89102,561720,Corporation,Unanswered,Male Owned,Non-Veteran,,30,05/01/2020,"JPMorgan Chase Bank, National Association",NV-01
"e $150,000-350,000",SOUTHERN NEVADA MEDICAL GROUP,1485 e flamingo rd,LAS VEGAS,NV,89119,621340,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,13,04/06/2020,City National Bank of Florida,NV-01
"e $150,000-350,000","SOUTHERN NEVADA WELDING, INC.",4115 ARCTIC SPRING AVE,LAS VEGAS,NV,89115,238120,Corporation,Unanswered,Unanswered,Non-Veteran,,24,04/28/2020,Western Alliance Bank,NV-01
"e $150,000-350,000",SOUTHPOINT SUSHI INC. DBA ZENSHIN ASIAN RESTAURANT,9777 LAS VEGAS BLVD S,LAS VEGAS,NV,89183,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,0,04/16/2020,"JPMorgan Chase Bank, National Association",NV-03
"e $150,000-350,000","SOUTHWEST ANIMAL HOSPITAL, PETER PERRON, D.V.M., LTD.",6101 W. TROPICANA AVE,LAS VEGAS,NV,89103,541940,Corporation,Unanswered,Unanswered,Unanswered,,8,04/27/2020,Western Alliance Bank,NV-01
"e $150,000-350,000","SOUTHWEST HEALTHCARE SOLUTIONS, LLC",6384 COVENANT CREST CT,LAS VEGAS,NV,89131,621999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/02/2020,Navy FCU,NV-04
"e $150,000-350,000","SOUTHWEST SPECIALTIES, INC.",4505 BALSAM ST,LAS VEGAS,NV,89108,238990,Corporation,Unanswered,Unanswered,Unanswered,,41,04/14/2020,Western Alliance Bank,NV-01
"e $150,000-350,000",SOUTHWEST STONE & TILE INC,2943 North Lamb Blvd,Las Vegas,NV,89115,238340,Corporation,Unanswered,Unanswered,Non-Veteran,,38,04/27/2020,"OneWest Bank, A Division of",NV-01
"e $150,000-350,000",SPACE MONKEY LLC,"7345 S Durango, 107-337",LAS VEGAS,NV,89113,115114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,43,04/16/2020,Bank of the West,NV-03
"e $150,000-350,000",SPARTAN POOLS LLC,2915 Losee Rd Suite 110,NORTH LAS VEGAS,NV,89030,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,31,05/04/2020,Axos Bank,NV-01
"e $150,000-350,000","SPEAKEASY THERAPY SERVICES,  LLC","7425 W Azure Dr, Ste 140",Las Vegas,NV,89130,621340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,40,04/28/2020,"Zions Bank, A Division of",NV-04
"e $150,000-350,000","SPECIALTY ASC, LLC",9499 W. CHARLESTON BLVD SUITE 250,LAS VEGAS,NV,89117,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,47,04/27/2020,City National Bank,NV-03
"e $150,000-350,000","SPEEDY RECOVERY, INC",4517 VANDENBERG DR,N LAS VEGAS,NV,89081,488410,Corporation,Unanswered,Female Owned,Non-Veteran,,20,05/03/2020,"U.S. Bank, National Association",NV-04
"e $150,000-350,000",SPIEGELWORLD BUZHUKOV LLC,4625 S. Polaris Ave Suite 112,LAS VEGAS,NV,89103,711190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,32,08/04/2020,"JPMorgan Chase Bank, National Association",NV-01
"e $150,000-350,000","SPINAL REHABILITATION CENTER, INC",7500 W. LAKE MEAD BLVD. STE. 9-247,LAS VEGAS,NV,89128,621310,Corporation,Unanswered,Unanswered,Unanswered,,37,05/03/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000","SPLASH POOL CHEMICALS, INC.",5445 Reflex Dr.,Las Vegas,NV,89156,561790,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,17,05/03/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000","SPRING VALLEY SURGERY CENTER, LLC",3835 S. JONES BLVD,LAS VEGAS,NV,89103,621493,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,38,04/15/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000",SQUADRA TECHNOLOGIES SERVICES LLC,8305 CHERRY GLAZE AVE UNIT 203,LAS VEGAS,NV,89145,541511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,05/03/2020,"Bank of America, National Association",NV-01
"e $150,000-350,000","SR ARIZONA, LLC","235 E Warm Springs Road, Ste 107",LAS VEGAS,NV,89119,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,27,04/07/2020,Western Alliance Bank,NV-01
"e $150,000-350,000","SRG ASSOCIATES, LLC",10955 OVAL PARK DR,LAS VEGAS,NV,89135,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,67,04/08/2020,City National Bank,NV-03
"e $150,000-350,000","SRI INSTRUMENTS, INC.",6440 Sunset Corp Drive,LAS VEGAS,NV,89120,541715,Corporation,Unanswered,Unanswered,Unanswered,,,04/29/2020,Farmers & Merchants Bank of Long Beach,NV-03
"e $150,000-350,000","SRS FABRICATION, INC.",3031 COLEMAN ST,NORTH LAS VEGAS,NV,89032,811310,Corporation,Unanswered,Unanswered,Unanswered,,20,05/03/2020,"Bank of America, National Association",NV-04
"e $150,000-350,000",SS WALKINS INC,7929 Sandrock Ranch Street,Las Vegas,NV,89113,561499,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,28,05/03/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",STAGE DOOR INC,4000 LINQ LN,LAS VEGAS,NV,89109,445120,Corporation,Unanswered,Unanswered,Unanswered,,39,04/05/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000",STARKE ENTERPRISE LLC,4475 W SUNSET RD,Las Vegas,NV,89118,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25,06/30/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000","STATE DRYWALL, INC.",4204 PRODUCTION CT,LAS VEGAS,NV,89115,238310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,04/13/2020,City National Bank,NV-01
"e $150,000-350,000","STATION-LV, LLC",711 Pilot Rd.,LAS VEGAS,NV,89119,713990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,62,04/28/2020,First Citrus Bank,NV-01
"e $150,000-350,000",STATUS ENTERTAINMENT LLC,8064 YUCCA SPRINGS DR,LAS VEGAS,NV,89129,711320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,26,06/15/2020,Greater Nevada CU,NV-04
"e $150,000-350,000",STEAMATIC OF SOUTHERN NEVADA,2851 synergy street,NORTH LAS VEGAS,NV,89030,561720,Corporation,Unanswered,Unanswered,Unanswered,,30,04/15/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000","STEEL CONCEPTS, LLC",9 EAST BROOKS AVENUE,NORTH LAS VEGAS,NV,89030,238120,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,16,04/16/2020,Western Alliance Bank,NV-01
"e $150,000-350,000","STEEL EDGE, INC",716 W Mesquite Ave.,LAS VEGAS,NV,89106,444190,Subchapter S Corporation,White,Male Owned,Non-Veteran,,26,04/14/2020,"Zions Bank, A Division of",NV-01
"e $150,000-350,000",STEELMAN AVIATION INC,3330 WEST DESERT INN RD,LAS VEGAS,NV,89102,488119,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,21,06/30/2020,Valley Bank of Nevada,NV-01
"e $150,000-350,000","STEINERS MANAGEMENT CO., INC.",7674 W LAKE MEAD BLVD,LAS VEGAS,NV,89128,541611,Corporation,Unanswered,Unanswered,Unanswered,,14,04/29/2020,Western Alliance Bank,NV-01
"e $150,000-350,000",STEPHENSEN PEST CONTROL,4429 Losee Road,NORTH LAS VEGAS,NV,89081,561710,Corporation,Unanswered,Male Owned,Non-Veteran,,12,04/08/2020,Western Alliance Bank,NV-04
"e $150,000-350,000",STEPPING STONES CHILDREN'S ACADEMY,720 Rancho Del Norte Dr,North Las Vegas,NV,89031,611110,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,48,05/03/2020,"Newtek Small Business Finance, Inc.",NV-04
"e $150,000-350,000","STERLING PLUMBING & HEATING OF NEVADA INC OF NV, INC.",6003 McLeod Drive,LAS VEGAS,NV,89120,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,16,04/15/2020,"Zions Bank, A Division of",NV-03
"e $150,000-350,000",STEVEN C GARHARDT DDS LTD,3663 EAST SUNSET ROAD,LAS VEGAS,NV,89120,621210,Corporation,Unanswered,Unanswered,Unanswered,,11,05/05/2020,Western Alliance Bank,NV-03
"e $150,000-350,000","STEVEN M. BURRIS, LLC",2810 West Charleston Boulevard,Las Vegas,NV,89102,541110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,06/19/2020,Celtic Bank Corporation,NV-01
"e $150,000-350,000",STEVEN V. KOZMARY MD LLC,2851 EL AVE,LAS VEGAS,NV,89102,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,21,05/21/2020,"U.S. Bank, National Association",NV-01
"e $150,000-350,000",STICHA TRUCKING INC,8550 W DESERT INN ROAD SUITE 102-114,LAS VEGAS,NV,89117,484110,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-03
"e $150,000-350,000",STIRLING CLUB LLC,2827 Paradise Rd,Las Vegas,NV,89109,531190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,70,04/28/2020,Greater Nevada CU,NV-01
"e $150,000-350,000","STITCHED LIFESTYLE, LLC",3708 LAS VEGAS BLVD S,LAS VEGAS,NV,89109,448190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,04/09/2020,Western Alliance Bank,NV-01
"e $150,000-350,000","STIXIS TECHNOLOGIES, INC.",6795 EDMOND ST STE 300,LAS VEGAS,NV,89118,541511,Corporation,Unanswered,Unanswered,Unanswered,,4,05/01/2020,"JPMorgan Chase Bank, National Association",NV-03
"e $150,000-350,000",STOKED ON PRINTING LTD,365 E ARBY AVE,LAS VEGAS,NV,89119,424310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25,04/10/2020,City National Bank,NV-01
"e $150,000-350,000","STORYBOOK HOMES, LLC",3625 S TOWN CENTER DR,LAS VEGAS,NV,89135,236117,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,04/05/2020,Meadows Bank,NV-03
"e $150,000-350,000","STOUT ELECTRIC, INC.",5160 W PATRICK LN STE 100,LAS VEGAS,NV,89118,238210,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,15,05/03/2020,"Bank of America, National Association",NV-03
